Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB  DEBUG
    8797        5     6825    99.9%           36      86543  (15627 6825 6793 6788)
    9185        0     7183   100.0%           36      86572  (16368 7183 7155 7155)
    9181        0     7184   100.0%           36      86601  (16365 7184 7156 7156)
    9191        0     7182   100.0%           36      86630  (16373 7182 7154 7154)
    9219        0     7183   100.0%           36      86659  (16402 7183 7155 7155)
    8703        0     6821   100.0%           36      86686  (15524 6821 6784 6794)
    9229        0     7181   100.0%           36      86715  (16410 7181 7153 7153)
    9364        0     7181   100.0%           36      86744  (16545 7181 7153 7153)
    9184        0     7180   100.0%           36      86773  (16364 7180 7152 7152)
    8786        5     7087    99.9%           36      86801  (15878 7087 7054 7049)
    9180        0     7182   100.0%           36      86829  (16362 7182 7154 7154)
    9255        0     7439   100.0%           36      86859  (16694 7439 7410 7410)
    9206        0     7182   100.0%           36      86888  (16388 7182 7154 7154)
    9168        0     7183   100.0%           36      86916  (16351 7183 7155 7155)
    8663        2     6819   100.0%           36      86944  (15484 6819 6784 6782)
    9299        0     7436   100.0%           36      86974  (16735 7436 7407 7407)
    9258        0     7181   100.0%           36      87001  (16439 7181 7153 7153)
    9176        0     7180   100.0%           36      87031  (16356 7180 7152 7152)
    8847        2     7086   100.0%           36      87059  (15935 7086 7050 7048)
    9301        0     7181   100.0%           36      87088  (16482 7181 7153 7153)
    9244        0     7181   100.0%           36      87117  (16425 7181 7153 7153)
    9203        0     7180   100.0%           36      87146  (16383 7180 7152 7152)
    9250        0     7181   100.0%           36      87175  (16431 7181 7153 7153)
    8784        3     6829   100.0%           36      87202  (15616 6829 6794 6791)
    9210        0     7181   100.0%           36      87231  (16391 7181 7153 7153)
    9195        0     7181   100.0%           36      87260  (16376 7181 7153 7153)
    9191        0     7181   100.0%           36      87289  (16372 7181 7153 7153)
    8794        0     7084   100.0%           36      87317  (15878 7084 7045 7045)
    9143        0     7179   100.0%           36      87346  (16322 7179 7151 7151)
    9213        0     7181   100.0%           36      87375  (16394 7181 7153 7153)
    9171        0     7183   100.0%           36      87404  (16354 7183 7155 7155)
    9196        0     7181   100.0%           36      87432  (16377 7181 7153 7153)
    8732        2     7087   100.0%           36      87460  (15821 7087 7051 7049)
    9171        0     7183   100.0%           36      87489  (16354 7183 7155 7155)
    9239        0     7436   100.0%           36      87518  (16675 7436 7407 7407)
    9187        0     7180   100.0%           36      87546  (16367 7180 7152 7152)
    8791        6     7083    99.9%           36      87574  (15880 7083 7051 7045)
    9195        0     7179   100.0%           36      87603  (16374 7179 7151 7151)
    9333        0     7182   100.0%           36      87632  (16515 7182 7154 7154)
    9169        0     7181   100.0%           36      87661  (16350 7181 7153 7153)
    9162        0     7180   100.0%           36      87690  (16342 7180 7152 7152)
    8746        0     6902   100.0%           36      87718  (15648 6902 6863 6875)
    9242        0     7181   100.0%           36      87747  (16423 7181 7153 7153)
    9224        0     7181   100.0%           36      87775  (16405 7181 7153 7153)
    9179        0     7182   100.0%           36      87805  (16361 7182 7154 7154)
    8790        2     7081   100.0%           36      87832  (15873 7081 7046 7044)
    9243        0     7437   100.0%           36      87862  (16680 7437 7408 7408)
    9180        0     7183   100.0%           36      87890  (16363 7183 7155 7155)
    9240        0     7181   100.0%           36      87919  (16421 7181 7153 7153)
    9185        0     7179   100.0%           36      87948  (16364 7179 7151 7151)
    9492        1     7053   100.0%           36      87975  (16546 7053 7018 7017)
    9170        0     7183   100.0%           36      88004  (16353 7183 7155 7155)
    9196        0     7184   100.0%           36      88033  (16380 7184 7156 7156)
    9190        0     7180   100.0%           36      88062  (16370 7180 7152 7152)
    8829        3     7079   100.0%           36      88090  (15911 7079 7043 7040)
    9106        0     7182   100.0%           36      88118  (16288 7182 7154 7154)
    9177        0     7183   100.0%           36      88147  (16360 7183 7154 7155)
    9219        0     7181   100.0%           36      88177  (16400 7181 7153 7153)
    9208        0     7180   100.0%           36      88206  (16388 7180 7152 7152)
    8780        0     6831   100.0%           36      88233  (15611 6831 6793 6793)
    9177        0     7183   100.0%           36      88262  (16360 7183 7155 7155)
    9193        0     7181   100.0%           36      88291  (16374 7181 7153 7153)
    9181        0     7181   100.0%           36      88319  (16362 7181 7153 7153)
    8746        2     6824   100.0%           36      88347  (15572 6824 6789 6787)
    9146        0     7180   100.0%           36      88376  (16326 7180 7152 7152)
    9199        0     7179   100.0%           36      88405  (16378 7179 7151 7151)
    9187        0     7182   100.0%           36      88434  (16369 7182 7154 7154)
    9182        0     7182   100.0%           36      88462  (16364 7182 7154 7154)
    8783        2     7086   100.0%           36      88491  (15871 7086 7050 7048)
    9255        0     7183   100.0%           36      88519  (16438 7183 7155 7155)
    9222        0     7183   100.0%           36      88548  (16405 7183 7155 7155)
    9195        0     7183   100.0%           36      88577  (16378 7183 7155 7155)
    8747        8     7078    99.9%           36      88605  (15833 7078 7048 7040)
    9161        0     7181   100.0%           36      88634  (16342 7181 7153 7153)
    9184        0     7183   100.0%           36      88663  (16367 7183 7155 7155)
    9188        0     7437   100.0%           36      88690  (16625 7437 7408 7408)
    9227        0     7182   100.0%           36      88720  (16409 7182 7154 7154)
    8825        0     7083   100.0%           36      88748  (15908 7083 7045 7055)
    9179        0     7181   100.0%           36      88777  (16360 7181 7153 7153)
    9160        0     7182   100.0%           36      88805  (16342 7182 7154 7154)
    9186        0     7181   100.0%           36      88834  (16367 7181 7153 7153)
    8797        2     7083   100.0%           36      88863  (15882 7083 7047 7045)
    9127        0     7181   100.0%           36      88891  (16308 7181 7153 7153)
    9189        0     7182   100.0%           36      88919  (16371 7182 7154 7154)
    9176        0     7180   100.0%           36      88948  (16356 7180 7152 7152)
    9182        0     7183   100.0%           36      88977  (16365 7183 7155 7155)
    8595        2     6828   100.0%           36      89005  (15425 6828 6793 6791)
    9193        0     7179   100.0%           36      89033  (16372 7179 7151 7151)
    9216        1     7180   100.0%           36      89061  (16397 7180 7153 7152)
    9219        0     7180   100.0%           36      89091  (16399 7180 7152 7152)
    8804        3     7087   100.0%           36      89119  (15894 7087 7050 7047)
    9134        0     7184   100.0%           36      89147  (16318 7184 7157 7157)
    9179        0     7181   100.0%           36      89176  (16360 7181 7153 7153)
    9176        0     7183   100.0%           36      89205  (16359 7183 7155 7155)
    9151        0     7280   100.0%           36      89233  (16431 7280 7252 7254)
    8748        2     7077   100.0%           36      89261  (15827 7077 7041 7039)
    9166        0     7182   100.0%           36      89290  (16348 7182 7154 7154)
    9196        0     7182   100.0%           36      89318  (16378 7182 7154 7154)
    9149        0     7182   100.0%           36      89347  (16331 7182 7154 7154)
    9163        0     7182   100.0%           36      89376  (16345 7182 7154 7154)
    9011        2     6938   100.0%           36      89403  (15951 6938 6904 6902)
    9179        0     7183   100.0%           36      89433  (16362 7183 7155 7155)
    9202        0     7182   100.0%           36      89462  (16384 7182 7154 7154)
    9185        0     7180   100.0%           36      89490  (16365 7180 7152 7152)
    8712        2     6825   100.0%           36      89518  (15539 6825 6790 6788)
    9138        0     7184   100.0%           36      89546  (16322 7184 7156 7156)
    9186        0     7183   100.0%           36      89575  (16369 7183 7155 7155)
    9176        0     7181   100.0%           36      89604  (16357 7181 7153 7153)
    9204        0     7180   100.0%           36      89632  (16384 7180 7152 7152)
    8691        0     6823   100.0%           36      89660  (15514 6823 6791 6796)
    9172        0     7182   100.0%           36      89689  (16354 7182 7154 7154)
    9223        0     7182   100.0%           36      89718  (16405 7182 7154 7154)
    9161        0     7180   100.0%           36      89746  (16341 7180 7152 7152)
    8788        0     7089   100.0%           36      89775  (15877 7089 7051 7051)
    9123        0     7184   100.0%           36      89804  (16307 7184 7156 7156)
    9192        0     7180   100.0%           36      89832  (16372 7180 7152 7152)
    9171        0     7181   100.0%           36      89860  (16352 7181 7153 7153)
    9205        0     7183   100.0%           36      89890  (16388 7183 7155 7155)
    8777        2     7079   100.0%           36      89918  (15858 7079 7043 7041)
    9195        0     7436   100.0%           36      89946  (16631 7436 7407 7407)
    9201        0     7182   100.0%           36      89975  (16383 7182 7154 7154)
    9167        0     7183   100.0%           36      90004  (16350 7183 7155 7155)
    8722        0     7083   100.0%           36      90031  (15805 7083 7044 7044)
    9141        0     7181   100.0%           36      90060  (16322 7181 7153 7153)
    9178        0     7182   100.0%           36      90089  (16360 7182 7154 7154)
    9209        0     7183   100.0%           36      90118  (16392 7183 7155 7155)
    9169        0     7438   100.0%           36      90146  (16607 7438 7409 7409)
    8711        3     7082   100.0%           36      90174  (15796 7082 7046 7043)
    9176        0     7183   100.0%           36      90204  (16359 7183 7155 7155)
    9162        0     7182   100.0%           36      90232  (16344 7182 7154 7154)
    9144        0     7182   100.0%           36      90261  (16326 7182 7154 7154)
    8776        2     7031   100.0%           36      90288  (15809 7031 7001 6999)
    9094        0     7185   100.0%           36      90317  (16279 7185 7157 7157)
    9187        0     7180   100.0%           36      90345  (16367 7180 7153 7153)
    9171        0     7181   100.0%           36      90374  (16352 7181 7153 7153)
    9209        0     7260   100.0%           36      90402  (16469 7260 7232 7233)
    8708        2     7084   100.0%           36      90431  (15794 7084 7047 7045)
    9173        0     7184   100.0%           36      90459  (16357 7184 7156 7156)
    9183        0     7180   100.0%           36      90488  (16363 7180 7152 7152)
    9148        0     7182   100.0%           36      90517  (16330 7182 7154 7154)
    8764        2     7080   100.0%           36      90546  (15846 7080 7044 7042)
    9144        0     7181   100.0%           36      90574  (16325 7181 7153 7153)
    9158        0     7180   100.0%           36      90602  (16338 7180 7152 7152)
    9160        0     7180   100.0%           36      90631  (16340 7180 7152 7152)
    9168        0     7181   100.0%           36      90659  (16349 7181 7153 7153)
    8756        0     7087   100.0%           36      90688  (15843 7087 7053 7059)
    9268        0     7181   100.0%           36      90717  (16449 7181 7153 7153)
    9235        0     7180   100.0%           36      90746  (16415 7180 7152 7152)
    9188        0     7184   100.0%           36      90774  (16372 7184 7156 7156)
    8765        1     6825   100.0%           36      90802  (15591 6825 6789 6788)
    9096        0     7181   100.0%           36      90831  (16277 7181 7153 7153)
    9180        0     7180   100.0%           36      90860  (16360 7180 7152 7152)
    9222        0     7424   100.0%           36      90888  (16646 7424 7398 7400)
    9165        0     7181   100.0%           36      90917  (16346 7181 7153 7153)
    8779        2     7085   100.0%           36      90945  (15866 7085 7049 7047)
    9133        0     7184   100.0%           36      90973  (16317 7184 7156 7156)
    9163        0     7184   100.0%           36      91002  (16347 7184 7156 7156)
    9175        0     7181   100.0%           36      91031  (16356 7181 7153 7153)
    8810        3     6824   100.0%           36      91059  (15637 6824 6788 6785)
    9152        0     7181   100.0%           36      91088  (16333 7181 7153 7153)
    9209        0     7181   100.0%           36      91117  (16390 7181 7153 7153)
    9193        0     7181   100.0%           36      91146  (16374 7181 7153 7153)
    9247        0     7439   100.0%           36      91174  (16686 7439 7410 7410)
    8730        2     7084   100.0%           36      91202  (15816 7084 7048 7046)
    9195        0     7183   100.0%           36      91231  (16378 7183 7155 7155)
    9169        0     7183   100.0%           36      91260  (16352 7183 7155 7155)
    9192        0     7437   100.0%           36      91288  (16629 7437 7408 7408)
    8735        1     7323   100.0%           36      91317  (16059 7323 7294 7293)
    9084        0     7178   100.0%           36      91345  (16262 7178 7151 7151)
    9194        0     7182   100.0%           36      91374  (16376 7182 7154 7154)
    9176        0     7223   100.0%           36      91402  (16399 7223 7197 7200)
    9163        0     7181   100.0%           36      91431  (16344 7181 7153 7153)
    8757        3     7086   100.0%           36      91459  (15846 7086 7049 7046)
    9171        0     6925   100.0%           36      91487  (16096 6925 6898 6898)
    9119        0     7182   100.0%           36      91517  (16301 7182 7154 7154)
    9157        0     7181   100.0%           36      91545  (16338 7181 7153 7153)
    9179        0     7181   100.0%           36      91575  (16360 7181 7153 7153)
    9051        3     6936   100.0%           36      91603  (15990 6936 6902 6899)
    9189        0     7185   100.0%           36      91631  (16374 7185 7157 7157)
    9171        0     7182   100.0%           36      91660  (16353 7182 7154 7154)
    9174        0     7182   100.0%           36      91689  (16356 7182 7154 7154)
    8806        0     7081   100.0%           36      91717  (15887 7081 7048 7053)
    9153        0     7184   100.0%           36      91745  (16337 7184 7156 7156)
    9166        0     7184   100.0%           36      91774  (16350 7184 7156 7156)
    9168        0     7180   100.0%           36      91803  (16348 7180 7152 7152)
    9343        0     7182   100.0%           36      91832  (16525 7182 7154 7154)
    8867        0     7017   100.0%           36      91861  (15884 7017 6977 6980)
    9172        0     7183   100.0%           36      91889  (16355 7183 7155 7155)
    9145        0     7172   100.0%           36      91918  (16317 7172 7147 7150)
    9188        0     7182   100.0%           36      91946  (16370 7182 7154 7154)
    8704        5     7086    99.9%           36      91975  (15795 7086 7053 7048)
    9115        0     7180   100.0%           36      92003  (16295 7180 7152 7152)
    9195        0     7181   100.0%           36      92031  (16376 7181 7153 7153)
    9243        0     7180   100.0%           36      92061  (16423 7180 7152 7152)
    9195        0     7185   100.0%           36      92090  (16380 7185 7157 7157)
    8762        2     6827   100.0%           36      92117  (15591 6827 6792 6790)
    9170        0     7182   100.0%           36      92146  (16352 7182 7154 7154)
    9195        0     7184   100.0%           36      92175  (16379 7184 7156 7156)
    9157        0     7182   100.0%           36      92204  (16339 7182 7154 7154)
    8826        3     6823   100.0%           36      92232  (15652 6823 6788 6785)
    9196        0     7182   100.0%           36      92260  (16378 7182 7154 7154)
    9177        0     7183   100.0%           36      92289  (16360 7183 7155 7155)
    9154        0     7184   100.0%           36      92318  (16338 7184 7156 7156)
    9158        0     7102   100.0%           36      92346  (16260 7102 7077 7079)
    8662        3     7076   100.0%           37      92375  (15741 7076 7040 7037)
    9191        0     7183   100.0%           37      92402  (16374 7183 7155 7155)
    9191        0     7182   100.0%           37      92432  (16373 7182 7154 7154)
    9180        0     7183   100.0%           37      92460  (16363 7183 7155 7155)
    9730        2     7080   100.0%           37      92489  (16812 7080 7044 7042)
    9165        0     7181   100.0%           37      92518  (16346 7181 7153 7153)
    9180        0     7182   100.0%           37      92547  (16362 7182 7154 7154)
    9192        0     7438   100.0%           37      92575  (16630 7438 7409 7409)
    9236        0     7181   100.0%           37      92604  (16417 7181 7153 7153)
    8706        0     7085   100.0%           37      92632  (15791 7085 7045 7057)
    9163        0     7180   100.0%           37      92660  (16343 7180 7152 7152)
    9178        0     7180   100.0%           37      92689  (16358 7180 7152 7152)
    9160        0     7181   100.0%           37      92718  (16341 7181 7153 7153)
   10179        5     7085   100.0%           37      92746  (17269 7085 7052 7047)
    9128        0     7185   100.0%           37      92775  (16313 7185 7157 7157)
    9186        0     7181   100.0%           37      92803  (16367 7181 7153 7153)
    9208        0     7181   100.0%           37      92833  (16389 7181 7153 7153)
    9142        0     7182   100.0%           37      92861  (16324 7182 7154 7154)
    8738        2     7082   100.0%           37      92889  (15822 7082 7045 7043)
    9162        0     7180   100.0%           37      92918  (16342 7180 7152 7152)
   10264        0     7437   100.0%           37      92948  (17701 7437 7408 7408)
    9138        0     7183   100.0%           37      92977  (16321 7183 7155 7155)
    8767        3     6828   100.0%           37      93004  (15598 6828 6793 6790)
    9172        0     7180   100.0%           37      93033  (16352 7180 7152 7152)
    9163        0     7183   100.0%           37      93062  (16346 7183 7155 7155)
   10435        3     6930   100.0%           37      93090  (17368 6930 6904 6901)
   10487        0     7187   100.0%           37      93119  (17674 7187 7157 7157)
    8735        2     7081   100.0%           37      93148  (15818 7081 7045 7043)
    9134        0     7184   100.0%           37      93175  (16318 7184 7156 7156)
   10371        0     7183   100.0%           37      93204  (17554 7183 7153 7153)
   10480        0     7186   100.0%           37      93233  (17666 7186 7156 7157)
    7277        5     5785    99.9%           37      93257  (13067 5785 5766 5761)
    9920       12     7180    99.9%           37      93284  (17112 7180 7165 7153)
    9164        0     7183   100.0%           37      93313  (16347 7183 7155 7155)
    9166        0     7179   100.0%           37      93342  (16345 7179 7151 7151)
    9336        0     7181   100.0%           37      93371  (16517 7181 7153 7153)
    4950        0     3743   100.0%           37      93386  (8693 3743 3723 3727)
    5486        2     3606   100.0%           37      93401  (9094 3606 3583 3581)
    9171        0     7250   100.0%           37      93429  (16421 7250 7217 7223)
    9213        0     7183   100.0%           37      93457  (16396 7183 7155 7155)
    9171        0     7180   100.0%           37      93486  (16351 7180 7152 7152)
    8848        1     7322   100.0%           37      93516  (16171 7322 7293 7292)
    9083        0     7184   100.0%           37      93544  (16267 7184 7157 7157)
   12535        0     7709   100.0%           37      93574  (20244 7709 7670 7716)
    9187        0     7183   100.0%           37      93602  (16370 7183 7155 7155)
    9183        0     7184   100.0%           37      93632  (16367 7184 7156 7156)
   13503      215     7126    98.4%           37      93661  (20844 7126 7298 7083)
   10374        0     7692   100.0%           37      93691  (18066 7692 7662 7662)
    9186        0     7182   100.0%           37      93720  (16368 7182 7154 7154)
    9156        0     7182   100.0%           37      93749  (16338 7182 7154 7154)
    9471       10     6827    99.9%           37      93776  (16308 6827 6799 6789)
    9125        0     7181   100.0%           37      93805  (16306 7181 7153 7153)
    9173        2     7193   100.0%           37      93833  (16368 7193 7155 7153)
    9168        0     7183   100.0%           37      93862  (16351 7183 7155 7155)
    9159        0     7181   100.0%           37      93891  (16340 7181 7153 7153)
    8699        0     6828   100.0%           37      93919  (15527 6828 6791 6791)
    9142        0     7182   100.0%           37      93947  (16324 7182 7154 7154)
    9160        0     7184   100.0%           37      93976  (16344 7184 7156 7156)
    9147        0     7183   100.0%           37      94005  (16330 7183 7155 7155)
    8771        0     7322   100.0%           37      94034  (16093 7322 7292 7292)
    9208        0     6938   100.0%           37      94061  (16146 6938 6903 6903)
    9196        0     7184   100.0%           37      94090  (16380 7184 7156 7156)
    9159        0     7181   100.0%           37      94119  (16340 7181 7153 7153)
    9158        0     7179   100.0%           37      94148  (16337 7179 7151 7151)
    8708        2     7079   100.0%           37      94175  (15789 7079 7043 7041)
    9139        0     7184   100.0%           37      94204  (16323 7184 7156 7156)
    9238        0     7181   100.0%           37      94233  (16419 7181 7153 7153)
    9204        0     7181   100.0%           37      94262  (16385 7181 7153 7153)
    9149        0     7183   100.0%           37      94290  (16332 7183 7155 7155)
    8826        3     7015   100.0%           37      94318  (15844 7015 6980 6977)
    9216        0     7438   100.0%           37      94347  (16654 7438 7409 7409)
    9183        0     7183   100.0%           37      94375  (16366 7183 7155 7155)
    9156        0     7180   100.0%           37      94404  (16336 7180 7152 7152)
    8794        0     7085   100.0%           37      94433  (15879 7085 7046 7047)
    9217        0     7200   100.0%           37      94462  (16417 7200 7171 7172)
   10927        0     7435   100.0%           37      94490  (18362 7435 7406 7406)
    9173        0     7182   100.0%           37      94518  (16355 7182 7154 7154)
    9193        1     7183   100.0%           37      94548  (16377 7183 7156 7155)
    8662        0     6831   100.0%           37      94575  (15493 6831 6795 6804)
    9162        0     7180   100.0%           37      94604  (16342 7180 7152 7152)
    9215        0     7180   100.0%           37      94633  (16395 7180 7152 7152)
    9163        0     7182   100.0%           37      94662  (16345 7182 7154 7154)
    8764        1     6836   100.0%           37      94690  (15601 6836 6800 6799)
    9145        0     7182   100.0%           37      94718  (16327 7182 7154 7154)
    9169        0     7181   100.0%           37      94747  (16350 7181 7153 7153)
    9192        0     7186   100.0%           37      94776  (16378 7186 7158 7158)
    9209        0     7280   100.0%           37      94805  (16489 7280 7251 7252)
    8696        5     7077    99.9%           37      94832  (15778 7077 7044 7039)
   10182        0     7183   100.0%           37      94861  (17365 7183 7155 7155)
    9195        0     7181   100.0%           37      94889  (16376 7181 7153 7153)
    9162        0     7180   100.0%           37      94919  (16342 7180 7152 7152)
    8823        2     7084   100.0%           37      94947  (15909 7084 7047 7045)
    9166        0     7184   100.0%           37      94976  (16350 7184 7156 7156)
    9170        0     7181   100.0%           37      95004  (16351 7181 7153 7153)
    9176        0     7182   100.0%           37      95033  (16358 7182 7154 7154)
    9163        0     7181   100.0%           37      95062  (16344 7181 7153 7153)
    8775        3     7079   100.0%           37      95091  (15857 7079 7043 7040)
    9163        0     7436   100.0%           37      95118  (16599 7436 7407 7407)
    9185        0     7182   100.0%           37      95147  (16367 7182 7154 7154)
    9133        0     7181   100.0%           37      95176  (16314 7181 7153 7153)
    8810        3     7082   100.0%           37      95204  (15895 7082 7047 7044)
    9221        0     7436   100.0%           37      95233  (16657 7436 7407 7407)
    9213        0     7438   100.0%           37      95262  (16651 7438 7409 7409)
    9123        0     7184   100.0%           37      95290  (16307 7184 7156 7156)
    9199        0     7179   100.0%           37      95320  (16378 7179 7151 7151)
    8775        0     7088   100.0%           37      95348  (15863 7088 7049 7050)
    9184        0     7181   100.0%           37      95377  (16365 7181 7153 7153)
    9152        0     7437   100.0%           37      95405  (16589 7437 7408 7408)
    9202        0     7181   100.0%           37      95434  (16383 7181 7153 7153)
    8846        0     7086   100.0%           37      95462  (15932 7086 7052 7058)
    9178        0     7182   100.0%           37      95491  (16360 7182 7154 7154)
    9162        0     7183   100.0%           37      95520  (16345 7183 7155 7155)
    9148        0     7181   100.0%           37      95548  (16329 7181 7153 7153)
    9214        0     7181   100.0%           37      95577  (16395 7181 7153 7153)
    8615        2     6823   100.0%           37      95604  (15440 6823 6788 6786)
    9191        0     7181   100.0%           37      95633  (16372 7181 7153 7153)
    9170        0     7181   100.0%           37      95662  (16351 7181 7153 7153)
    9135        0     7184   100.0%           37      95690  (16319 7184 7156 7156)
    8765        2     7083   100.0%           37      95719  (15850 7083 7047 7045)
    9168        0     7180   100.0%           37      95748  (16348 7180 7152 7152)
    9178        0     7183   100.0%           37      95777  (16361 7183 7155 7155)
    9171        0     7180   100.0%           37      95806  (16351 7180 7152 7152)
    9188        0     7182   100.0%           37      95834  (16370 7182 7154 7154)
    8750        6     7083    99.9%           37      95862  (15839 7083 7051 7045)
    9161        0     7183   100.0%           37      95891  (16344 7183 7155 7155)
    9167        0     7180   100.0%           37      95919  (16347 7180 7152 7152)
    9161        0     7179   100.0%           37      95948  (16340 7179 7151 7151)
    8794        0     7087   100.0%           37      95976  (15881 7087 7049 7049)
    9156        0     7181   100.0%           37      96004  (16337 7181 7153 7153)
    9139        0     7182   100.0%           37      96033  (16321 7182 7154 7154)
    9194        0     7184   100.0%           37      96062  (16378 7184 7156 7156)
    9154        0     7181   100.0%           37      96091  (16335 7181 7153 7153)
    8814        3     6824   100.0%           37      96119  (15641 6824 6789 6786)
    9162        0     7182   100.0%           37      96148  (16344 7182 7154 7154)
    9158        0     7183   100.0%           37      96177  (16341 7183 7155 7155)
    9192        0     7183   100.0%           37      96205  (16375 7183 7155 7155)
    8731        2     7078   100.0%           37      96233  (15811 7078 7042 7040)
    9178        0     7180   100.0%           37      96262  (16358 7180 7152 7152)
    9130        0     7184   100.0%           37      96291  (16314 7184 7156 7156)
    9191        0     7342   100.0%           37      96320  (16533 7342 7313 7314)
    9189        0     7181   100.0%           37      96348  (16370 7181 7153 7153)
    8723        2     7081   100.0%           37      96376  (15806 7081 7045 7043)
    9181        0     7375   100.0%           37      96404  (16556 7375 7346 7347)
    9169        0     7184   100.0%           37      96433  (16353 7184 7156 7156)
   10522        3     7185   100.0%           37      96462  (17710 7185 7158 7155)
    8781        0     7085   100.0%           37      96491  (15866 7085 7047 7056)
   10354        0     6929   100.0%           37      96519  (17283 6929 6900 6900)
   10454        0     7186   100.0%           37      96548  (17640 7186 7156 7156)
   10192        0     7182   100.0%           37      96576  (17374 7182 7154 7154)
    9159        0     7190   100.0%           37      96606  (16349 7190 7156 7162)
    8765        2     6826   100.0%           37      96633  (15593 6826 6791 6789)
    9149        0     7183   100.0%           37      96662  (16332 7183 7155 7155)
    9210        0     7180   100.0%           37      96691  (16390 7180 7152 7152)
    9181        0     7182   100.0%           37      96720  (16363 7182 7154 7154)
    8992        0     7580   100.0%           37      96749  (16572 7580 7549 7549)
    9175        1     6937   100.0%           37      96777  (16113 6937 6902 6901)
    9189        0     7180   100.0%           37      96805  (16369 7180 7152 7152)
    9168        0     7184   100.0%           37      96834  (16352 7184 7156 7156)
    9200        0     7181   100.0%           37      96862  (16381 7181 7153 7153)
    8845        6     7081    99.9%           37      96890  (15932 7081 7048 7042)
    9129        0     7180   100.0%           37      96919  (16309 7180 7152 7152)
    9131        0     7184   100.0%           37      96949  (16315 7184 7156 7156)
    9203        0     7182   100.0%           37      96978  (16385 7182 7154 7154)
   10047        0     7181   100.0%           37      97006  (17228 7181 7153 7153)
    8950        2     7016   100.0%           37      97034  (15968 7016 6980 6978)
    9186        0     7182   100.0%           37      97063  (16368 7182 7154 7154)
    9194        0     7180   100.0%           37      97092  (16374 7180 7152 7152)
    9211        0     7181   100.0%           37      97121  (16392 7181 7153 7153)
    8799        3     7088   100.0%           37      97148  (15890 7088 7052 7049)
    9163        0     7182   100.0%           37      97177  (16345 7182 7154 7154)
    9173        0     7181   100.0%           37      97206  (16354 7181 7153 7153)
    9201        0     7183   100.0%           37      97235  (16384 7183 7155 7155)
    9142        0     7439   100.0%           37      97263  (16581 7439 7410 7410)
    8690        1     7080   100.0%           37      97291  (15771 7080 7043 7042)
    7980        0     5900   100.0%           37      97315  (13880 5900 5877 5877)

Ending tracing...
